,ministry,slotId,startDtTm,endDtTm,blockDate
1145,TNNAS,4073021-214109122,2023-06-05 08:00:00+00:00,2023-06-05 16:00:00+00:00,2023-06-05
1146,TNNAS,4169435-229603325,2023-05-05 08:00:00+00:00,2023-05-05 16:00:00+00:00,2023-05-05
1147,TNNAS,4169435-229603325,2023-05-05 08:00:00+00:00,2023-05-05 16:00:00+00:00,2023-05-05
1148,TNNAS,4263873-266549361,2023-05-15 07:30:00+00:00,2023-05-15 12:00:00+00:00,2023-05-15
1149,TNNAS,4263873-266549361,2023-05-15 07:30:00+00:00,2023-05-15 12:00:00+00:00,2023-05-15
1150,TNNAS,4073021-204920043,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
1151,TNNAS,4073021-204920045,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
1152,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1153,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1154,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1155,TNNAS,4266318-267701678,2023-05-30 08:30:00+00:00,2023-05-30 12:00:00+00:00,2023-05-30
1156,TNNAS,4073021-204920043,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
1157,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1158,TNNAS,3939697-148722416,2023-05-18 07:30:00+00:00,2023-05-18 13:00:00+00:00,2023-05-18
1159,TNNAS,4073021-204920045,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
1160,TNNAS,4266318-267701678,2023-05-30 08:30:00+00:00,2023-05-30 12:00:00+00:00,2023-05-30
1161,TNNAS,4266457-267803743,2023-05-30 07:30:00+00:00,2023-05-30 13:00:00+00:00,2023-05-30
1162,TNNAS,4169435-229603325,2023-06-16 08:00:00+00:00,2023-06-16 16:00:00+00:00,2023-06-16
1163,TNNAS,4270009-270523492,2023-05-24 08:00:00+00:00,2023-05-24 12:00:00+00:00,2023-05-24
1164,TNNAS,4268095-269001463,2023-06-09 07:30:00+00:00,2023-06-09 15:30:00+00:00,2023-06-09
1165,TNNAS,4169435-229603325,2023-09-29 08:00:00+00:00,2023-09-29 16:00:00+00:00,2023-09-29
1166,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1167,TNNAS,4268108-269002033,2023-05-19 07:30:00+00:00,2023-05-19 12:00:00+00:00,2023-05-19
1168,TNNAS,4268108-269002033,2023-05-19 07:30:00+00:00,2023-05-19 12:00:00+00:00,2023-05-19
1169,TNNAS,4268115-269002050,2023-06-09 07:30:00+00:00,2023-06-09 15:30:00+00:00,2023-06-09
1170,TNNAS,4268095-269001463,2023-06-09 07:30:00+00:00,2023-06-09 15:30:00+00:00,2023-06-09
1171,TNNAS,4073021-204920045,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1172,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1173,TNNAS,4073021-204920043,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1174,TNNAS,4073021-204920043,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
1175,TNNAS,4073021-204920045,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
1176,TNNAS,4073021-204920045,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
1177,TNNAS,4169435-229603325,2023-06-16 08:00:00+00:00,2023-06-16 16:00:00+00:00,2023-06-16
1178,TNNAS,4073021-204920043,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1179,TNNAS,4169435-229603325,2023-06-16 08:00:00+00:00,2023-06-16 16:00:00+00:00,2023-06-16
1180,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1181,TNNAS,4270009-270523492,2023-05-24 08:00:00+00:00,2023-05-24 12:00:00+00:00,2023-05-24
1182,TNNAS,4270186-270543936,2023-05-25 07:30:00+00:00,2023-05-25 12:00:00+00:00,2023-05-25
1183,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1184,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1185,TNNAS,4073021-204920045,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1186,TNNAS,4073021-204920043,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
1187,TNNAS,4267652-268144473,2023-05-17 09:00:00+00:00,2023-05-17 13:30:00+00:00,2023-05-17
1188,TNNAS,4267652-268144473,2023-05-17 09:00:00+00:00,2023-05-17 13:30:00+00:00,2023-05-17
1189,TNNAS,4169435-229603325,2023-05-05 08:00:00+00:00,2023-05-05 16:00:00+00:00,2023-05-05
1190,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1191,TNNAS,4073021-204920045,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
1192,TNNAS,4073021-204920045,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
1193,TNNAS,4044264-193916727,2023-05-25 07:30:00+00:00,2023-05-25 12:00:00+00:00,2023-05-25
1194,TNNAS,3939697-148722416,2023-05-18 07:30:00+00:00,2023-05-18 13:00:00+00:00,2023-05-18
1195,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1196,TNNAS,4266457-267803743,2023-05-30 07:30:00+00:00,2023-05-30 13:00:00+00:00,2023-05-30
1197,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1198,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1199,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1200,TNNAS,4169435-229603325,2023-05-05 08:00:00+00:00,2023-05-05 16:00:00+00:00,2023-05-05
1201,TNNAS,4073021-204920043,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1202,TNNAS,4169435-229603325,2023-05-05 08:00:00+00:00,2023-05-05 16:00:00+00:00,2023-05-05
1203,TNNAS,4169435-229603325,2023-05-05 08:00:00+00:00,2023-05-05 16:00:00+00:00,2023-05-05
1204,TNNAS,4073021-204920043,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1205,TNNAS,4249604-260195553,2023-05-22 07:30:00+00:00,2023-05-22 12:00:00+00:00,2023-05-22
1206,TNNAS,3939697-148722416,2023-05-18 07:30:00+00:00,2023-05-18 13:00:00+00:00,2023-05-18
1207,TNNAS,4073021-204920043,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
1208,TNNAS,4073021-204920045,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1209,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1210,TNNAS,4263873-266549361,2023-05-22 07:30:00+00:00,2023-05-22 12:00:00+00:00,2023-05-22
1211,TNNAS,4073021-204920043,2023-06-05 06:30:00+00:00,2023-06-05 08:00:00+00:00,2023-06-05
1212,TNNAS,4263873-266549361,2023-05-22 07:30:00+00:00,2023-05-22 12:00:00+00:00,2023-05-22
1213,TNNAS,4073021-204920043,2023-06-05 16:00:00+00:00,2023-06-05 17:00:00+00:00,2023-06-05
1214,TNNAS,4073021-204920045,2023-06-05 16:00:00+00:00,2023-06-05 17:00:00+00:00,2023-06-05
1215,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1216,TNNAS,4073021-204920045,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1217,TNNAS,4263873-266549361,2023-05-22 07:30:00+00:00,2023-05-22 12:00:00+00:00,2023-05-22
1218,TNNAS,4073021-204920043,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1219,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1220,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1221,TNNAS,4268108-269002033,2023-05-19 07:30:00+00:00,2023-05-19 12:00:00+00:00,2023-05-19
1222,TNNAS,4268978-269468143,2023-05-12 07:45:00+00:00,2023-05-12 13:00:00+00:00,2023-05-12
1223,TNNAS,4073021-204920043,2023-05-22 06:30:00+00:00,2023-05-22 08:00:00+00:00,2023-05-22
1224,TNNAS,4073021-204920045,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1225,TNNAS,4073021-204920045,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1226,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1227,TNNAS,4073021-204920043,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1228,TNNAS,4266394-267703416,2023-05-25 07:00:00+00:00,2023-05-25 13:00:00+00:00,2023-05-25
1229,TNNAS,4263873-266549361,2023-05-15 07:30:00+00:00,2023-05-15 12:00:00+00:00,2023-05-15
1230,TNNAS,4267652-268144473,2023-05-17 09:00:00+00:00,2023-05-17 13:30:00+00:00,2023-05-17
1231,TNNAS,4267652-268144473,2023-05-17 09:00:00+00:00,2023-05-17 13:30:00+00:00,2023-05-17
1232,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1233,TNNAS,4073021-214109122,2023-05-22 08:00:00+00:00,2023-05-22 16:00:00+00:00,2023-05-22
1234,TNNAS,4073021-204920045,2023-06-05 06:30:00+00:00,2023-06-05 08:00:00+00:00,2023-06-05
1235,TNNAS,4073021-214109122,2023-06-05 08:00:00+00:00,2023-06-05 16:00:00+00:00,2023-06-05
1236,TNNAS,4073021-204920043,2023-05-22 16:00:00+00:00,2023-05-22 17:00:00+00:00,2023-05-22
1237,TNNAS,4073021-214109122,2023-06-05 08:00:00+00:00,2023-06-05 16:00:00+00:00,2023-06-05
1238,TNNAS,4267820-268427022,2023-06-07 08:00:00+00:00,2023-06-07 16:00:00+00:00,2023-06-07
1239,TNNAS,4267820-268427022,2023-06-07 08:00:00+00:00,2023-06-07 16:00:00+00:00,2023-06-07
1240,TNNAS,4239730-256906294,2023-05-16 07:30:00+00:00,2023-05-16 15:00:00+00:00,2023-05-16
1241,TNNAS,4073021-214109122,2023-05-15 08:00:00+00:00,2023-05-15 16:00:00+00:00,2023-05-15
1242,TNNAS,4270482-270589332,2023-06-16 07:30:00+00:00,2023-06-16 17:00:00+00:00,2023-06-16
1243,TNNAS,4269892-270431784,2023-07-04 07:30:00+00:00,2023-07-04 17:00:00+00:00,2023-07-04
1244,TNNAS,4073021-204920045,2023-05-15 06:30:00+00:00,2023-05-15 08:00:00+00:00,2023-05-15
1245,TNNAS,4073021-214109122,2023-05-15 08:00:00+00:00,2023-05-15 16:00:00+00:00,2023-05-15
1246,TNNAS,4073021-214109122,2023-05-15 08:00:00+00:00,2023-05-15 16:00:00+00:00,2023-05-15
1247,TNNAS,4270482-270589332,2023-07-07 07:30:00+00:00,2023-07-07 17:00:00+00:00,2023-07-07
1248,TNNAS,4073021-214109122,2023-05-15 08:00:00+00:00,2023-05-15 16:00:00+00:00,2023-05-15
1249,TNNAS,4073021-204920043,2023-05-15 16:00:00+00:00,2023-05-15 17:00:00+00:00,2023-05-15
1250,TNNAS,4073021-204920045,2023-05-15 16:00:00+00:00,2023-05-15 17:00:00+00:00,2023-05-15
1251,TNNAS,4270276-270550268,2023-06-16 07:30:00+00:00,2023-06-16 17:00:00+00:00,2023-06-16
1252,TNNAS,4073021-204920043,2023-05-15 06:30:00+00:00,2023-05-15 08:00:00+00:00,2023-05-15
1253,TNNAS,4270204-270545249,2023-06-08 07:30:00+00:00,2023-06-08 17:00:00+00:00,2023-06-08
1254,TNNAS,4270204-270545249,2023-06-08 07:30:00+00:00,2023-06-08 17:00:00+00:00,2023-06-08
1255,TNNAS,4073021-204920045,2023-05-15 06:30:00+00:00,2023-05-15 08:00:00+00:00,2023-05-15
1256,TNNAS,4073021-204920043,2023-05-15 06:30:00+00:00,2023-05-15 08:00:00+00:00,2023-05-15
1257,TNNAS,4267820-268427022,2023-06-07 08:00:00+00:00,2023-06-07 16:00:00+00:00,2023-06-07
1258,TNNAS,4073021-204920045,2023-05-15 16:00:00+00:00,2023-05-15 17:00:00+00:00,2023-05-15
1259,TNNAS,4073021-204920043,2023-05-15 16:00:00+00:00,2023-05-15 17:00:00+00:00,2023-05-15
1260,TNNAS,4270276-270550268,2023-07-07 07:30:00+00:00,2023-07-07 17:00:00+00:00,2023-07-07
1261,TNNAS,4073021-214109122,2023-05-15 08:00:00+00:00,2023-05-15 16:00:00+00:00,2023-05-15
1262,TNNAS,4073021-204920045,2023-05-15 16:00:00+00:00,2023-05-15 17:00:00+00:00,2023-05-15
1263,TNNAS,4073021-214109122,2023-05-15 08:00:00+00:00,2023-05-15 16:00:00+00:00,2023-05-15
1264,TNNAS,4073021-204920043,2023-05-15 16:00:00+00:00,2023-05-15 17:00:00+00:00,2023-05-15
1265,TNNAS,4073021-214109122,2023-05-15 08:00:00+00:00,2023-05-15 16:00:00+00:00,2023-05-15
1266,TNNAS,4073021-204920045,2023-05-15 06:30:00+00:00,2023-05-15 08:00:00+00:00,2023-05-15
1267,TNNAS,4270186-270543936,2023-07-06 07:30:00+00:00,2023-07-06 12:00:00+00:00,2023-07-06
1268,TNNAS,4073021-214109122,2023-05-15 08:00:00+00:00,2023-05-15 16:00:00+00:00,2023-05-15
1269,TNNAS,4073021-214109122,2023-05-15 08:00:00+00:00,2023-05-15 16:00:00+00:00,2023-05-15
1270,TNNAS,4269921-270432773,2023-05-31 07:30:00+00:00,2023-05-31 17:00:00+00:00,2023-05-31
1271,TNNAS,4073021-204920043,2023-05-15 06:30:00+00:00,2023-05-15 08:00:00+00:00,2023-05-15
1272,TNNAS,4267812-268424821,2023-06-07 07:00:00+00:00,2023-06-07 16:00:00+00:00,2023-06-07
1273,TNNAS,3919044-138772976,2023-06-01 08:00:00+00:00,2023-06-01 13:00:00+00:00,2023-06-01
1274,TNNAS,4169435-229603325,2023-07-14 08:00:00+00:00,2023-07-14 16:00:00+00:00,2023-07-14
1275,TNNAS,3919039-138772158,2023-06-01 07:30:00+00:00,2023-06-01 13:00:00+00:00,2023-06-01
1276,TNNAS,4199476-241250641,2023-05-24 08:00:00+00:00,2023-05-24 15:00:00+00:00,2023-05-24
1277,TNNAS,3976266-167519193,2023-10-16 08:00:00+00:00,2023-10-16 17:00:00+00:00,2023-10-16
1278,TNNAS,4266243-267699758,2023-10-16 07:00:00+00:00,2023-10-16 16:00:00+00:00,2023-10-16
1279,TNNAS,4266268-267700268,2023-05-29 08:00:00+00:00,2023-05-29 16:00:00+00:00,2023-05-29
1280,TNNAS,3854179-119294939,2023-07-14 07:30:00+00:00,2023-07-14 15:00:00+00:00,2023-07-14
1281,TNNAS,4265607-267418875,2023-05-29 13:30:00+00:00,2023-05-29 16:30:00+00:00,2023-05-29
1282,TNNAS,4265606-267418873,2023-05-29 07:00:00+00:00,2023-05-29 12:00:00+00:00,2023-05-29
1283,TNNAS,4263848-266479866,2023-05-29 08:00:00+00:00,2023-05-29 16:00:00+00:00,2023-05-29
1284,TNNAS,4270176-270543684,2023-06-22 07:30:00+00:00,2023-06-22 09:30:00+00:00,2023-06-22
1285,TNNAS,4269966-270435237,2023-06-21 07:00:00+00:00,2023-06-21 12:00:00+00:00,2023-06-21
1286,TNNAS,4263873-266549361,2023-06-05 07:30:00+00:00,2023-06-05 12:00:00+00:00,2023-06-05
1287,TNNAS,3854179-119294939,2023-07-21 07:30:00+00:00,2023-07-21 15:00:00+00:00,2023-07-21
1288,TNNAS,3854179-119294939,2023-07-28 07:30:00+00:00,2023-07-28 15:00:00+00:00,2023-07-28
1289,TNNAS,4265779-267500383,2023-05-29 07:00:00+00:00,2023-05-29 16:00:00+00:00,2023-05-29
1290,TNNAS,4270668-271156585,2023-07-03 07:30:00+00:00,2023-07-03 17:00:00+00:00,2023-07-03
1291,TNNAS,3854179-119294939,2023-06-23 07:30:00+00:00,2023-06-23 15:00:00+00:00,2023-06-23
1292,TNNAS,4270668-271156585,2023-06-19 07:30:00+00:00,2023-06-19 17:00:00+00:00,2023-06-19
1293,TNNAS,4266366-267702727,2023-05-29 07:00:00+00:00,2023-05-29 15:00:00+00:00,2023-05-29
1294,TNNAS,4265779-267500383,2023-05-29 07:00:00+00:00,2023-05-29 16:00:00+00:00,2023-05-29
1295,TNNAS,4268016-268874790,2023-06-08 07:30:00+00:00,2023-06-08 12:00:00+00:00,2023-06-08
1296,TNNAS,4269868-270431425,2023-06-06 07:30:00+00:00,2023-06-06 12:00:00+00:00,2023-06-06
1297,TNNAS,4264006-266716844,2023-06-06 07:30:00+00:00,2023-06-06 12:00:00+00:00,2023-06-06
1298,TNNAS,4264122-266812796,2023-06-06 07:30:00+00:00,2023-06-06 12:00:00+00:00,2023-06-06
1299,TNNAS,4264112-266811926,2023-06-06 07:30:00+00:00,2023-06-06 15:00:00+00:00,2023-06-06
1300,TNNAS,4263864-266540268,2023-06-05 07:30:00+00:00,2023-06-05 12:00:00+00:00,2023-06-05
1301,TNNAS,4271388-272169838,2023-06-05 07:30:00+00:00,2023-06-05 15:00:00+00:00,2023-06-05
1302,TNNAS,4268016-268874790,2023-06-08 07:30:00+00:00,2023-06-08 12:00:00+00:00,2023-06-08
1303,TNNAS,4270152-270542833,2023-06-08 07:30:00+00:00,2023-06-08 12:00:00+00:00,2023-06-08
1304,TNNAS,4264112-266811926,2023-06-06 07:30:00+00:00,2023-06-06 15:00:00+00:00,2023-06-06
1305,TNNAS,4271409-272424124,2023-06-06 07:30:00+00:00,2023-06-06 12:00:00+00:00,2023-06-06
1306,TNNAS,4271406-272422152,2023-06-06 07:30:00+00:00,2023-06-06 15:00:00+00:00,2023-06-06
1307,TNNAS,4268978-269468143,2023-05-26 07:45:00+00:00,2023-05-26 13:00:00+00:00,2023-05-26
1308,TNNAS,4271403-272421360,2023-06-05 07:30:00+00:00,2023-06-05 12:00:00+00:00,2023-06-05
1309,TNNAS,4269537-269607359,2023-06-14 07:30:00+00:00,2023-06-14 15:30:00+00:00,2023-06-14
1310,TNNAS,4271406-272422152,2023-06-06 07:30:00+00:00,2023-06-06 15:00:00+00:00,2023-06-06
1311,TNNAS,4268704-269403050,2023-06-08 07:30:00+00:00,2023-06-08 15:00:00+00:00,2023-06-08
1312,TNNAS,4271563-272566254,2023-05-24 08:30:00+00:00,2023-05-24 15:00:00+00:00,2023-05-24
1313,TNNAS,3882006-122188858,2023-05-30 07:30:00+00:00,2023-05-30 15:30:00+00:00,2023-05-30
1314,TNNAS,3882006-122188858,2023-05-30 07:30:00+00:00,2023-05-30 15:30:00+00:00,2023-05-30
1315,TNNAS,3882006-122188858,2023-05-30 07:30:00+00:00,2023-05-30 15:30:00+00:00,2023-05-30
1316,TNNAS,3882006-122188858,2023-05-30 07:30:00+00:00,2023-05-30 15:30:00+00:00,2023-05-30
1317,TNNAS,4169435-229603325,2023-06-09 08:00:00+00:00,2023-06-09 16:00:00+00:00,2023-06-09
1318,TNNAS,4169435-229603325,2023-06-09 08:00:00+00:00,2023-06-09 16:00:00+00:00,2023-06-09
1319,TNNAS,3909269-136254202,2023-06-06 07:30:00+00:00,2023-06-06 15:00:00+00:00,2023-06-06
1320,TNNAS,4169435-229603325,2023-06-09 08:00:00+00:00,2023-06-09 16:00:00+00:00,2023-06-09
1321,TNNAS,4269979-270448852,2023-05-29 07:30:00+00:00,2023-05-29 17:00:00+00:00,2023-05-29
1322,TNNAS,4270465-270572465,2023-06-01 12:00:00+00:00,2023-06-01 15:00:00+00:00,2023-06-01
1323,TNNAS,4269796-270187047,2023-05-29 12:00:00+00:00,2023-05-29 15:00:00+00:00,2023-05-29
1324,TNNAS,4169435-229603325,2023-06-09 08:00:00+00:00,2023-06-09 16:00:00+00:00,2023-06-09
1325,TNNAS,4169435-229603325,2023-06-09 08:00:00+00:00,2023-06-09 16:00:00+00:00,2023-06-09
1326,TNNAS,4169435-229603325,2023-06-09 08:00:00+00:00,2023-06-09 16:00:00+00:00,2023-06-09
1327,TNNAS,4169435-229603325,2023-06-09 08:00:00+00:00,2023-06-09 16:00:00+00:00,2023-06-09
1328,TNNAS,4169435-229603325,2023-06-09 08:00:00+00:00,2023-06-09 16:00:00+00:00,2023-06-09
1329,TNNAS,4169435-229603325,2023-06-09 08:00:00+00:00,2023-06-09 16:00:00+00:00,2023-06-09
1330,TNNAS,4270477-270573180,2023-06-01 12:00:00+00:00,2023-06-01 15:00:00+00:00,2023-06-01
1331,TNNAS,3909269-136254202,2023-06-20 07:30:00+00:00,2023-06-20 15:00:00+00:00,2023-06-20
1332,TNNAS,4169435-229603325,2023-06-02 08:00:00+00:00,2023-06-02 16:00:00+00:00,2023-06-02
1333,TNNAS,4169435-229603325,2023-06-02 08:00:00+00:00,2023-06-02 16:00:00+00:00,2023-06-02
1334,TNNAS,4169435-229603325,2023-06-02 08:00:00+00:00,2023-06-02 16:00:00+00:00,2023-06-02
1335,TNNAS,4269726-270093924,2023-06-01 12:30:00+00:00,2023-06-01 17:00:00+00:00,2023-06-01
1336,TNNAS,4169435-229603325,2023-06-02 08:00:00+00:00,2023-06-02 16:00:00+00:00,2023-06-02
1337,TNNAS,4169435-229603325,2023-06-02 08:00:00+00:00,2023-06-02 16:00:00+00:00,2023-06-02
1338,TNNAS,4169435-229603325,2023-06-02 08:00:00+00:00,2023-06-02 16:00:00+00:00,2023-06-02
1339,TNNAS,4261918-265816992,2023-06-08 07:15:00+00:00,2023-06-08 15:00:00+00:00,2023-06-08
1340,TNNAS,4261923-265829223,2023-06-08 07:15:00+00:00,2023-06-08 15:00:00+00:00,2023-06-08
1341,TNNAS,4265736-267498385,2023-06-15 08:30:00+00:00,2023-06-15 13:00:00+00:00,2023-06-15
1342,TNNAS,4265693-267476544,2023-06-15 08:00:00+00:00,2023-06-15 14:00:00+00:00,2023-06-15
1343,TNNAS,4115625-215059462,2023-07-06 08:00:00+00:00,2023-07-06 14:00:00+00:00,2023-07-06
1344,TNNAS,4261918-265816992,2023-06-08 07:15:00+00:00,2023-06-08 15:00:00+00:00,2023-06-08
1345,TNNAS,4267877-268566869,2023-07-06 08:00:00+00:00,2023-07-06 14:00:00+00:00,2023-07-06
1346,TNNAS,4261918-265816992,2023-06-08 07:15:00+00:00,2023-06-08 15:00:00+00:00,2023-06-08
1347,TNNAS,4268232-269079784,2023-06-19 07:30:00+00:00,2023-06-19 15:00:00+00:00,2023-06-19
1348,TNNAS,4268232-269079784,2023-06-19 07:30:00+00:00,2023-06-19 15:00:00+00:00,2023-06-19
1349,TNNAS,4270840-271212870,2023-06-20 07:30:00+00:00,2023-06-20 15:30:00+00:00,2023-06-20
1350,TNNAS,4270849-271213426,2023-06-20 07:30:00+00:00,2023-06-20 12:00:00+00:00,2023-06-20
1351,TNNAS,4273793-273188500,2023-06-20 07:00:00+00:00,2023-06-20 15:00:00+00:00,2023-06-20
1352,TNNAS,4263662-266109703,2023-07-03 13:00:00+00:00,2023-07-03 16:00:00+00:00,2023-07-03
1353,TNNAS,4273793-273188500,2023-06-20 07:00:00+00:00,2023-06-20 15:00:00+00:00,2023-06-20
1354,TNNAS,4266348-267702248,2023-07-03 13:00:00+00:00,2023-07-03 16:00:00+00:00,2023-07-03
1355,TNNAS,4273793-273188500,2023-06-20 07:00:00+00:00,2023-06-20 15:00:00+00:00,2023-06-20
1356,TNNAS,4273793-273188500,2023-06-20 07:00:00+00:00,2023-06-20 15:00:00+00:00,2023-06-20
1357,TNNAS,4273793-273188500,2023-06-20 07:00:00+00:00,2023-06-20 15:00:00+00:00,2023-06-20
1358,TNNAS,4269947-270434014,2023-06-14 08:00:00+00:00,2023-06-14 12:00:00+00:00,2023-06-14
1359,TNNAS,4267777-268357789,2023-07-04 07:30:00+00:00,2023-07-04 16:00:00+00:00,2023-07-04
1360,TNNAS,4267754-268351512,2023-07-04 07:00:00+00:00,2023-07-04 16:00:00+00:00,2023-07-04
1361,TNNAS,4271331-271704713,2023-07-04 08:30:00+00:00,2023-07-04 14:00:00+00:00,2023-07-04
1362,TNNAS,4267754-268351512,2023-07-04 07:00:00+00:00,2023-07-04 16:00:00+00:00,2023-07-04
1363,TNNAS,4266019-267533028,2023-07-04 07:00:00+00:00,2023-07-04 12:00:00+00:00,2023-07-04
1364,TNNAS,4271326-271703553,2023-07-04 07:00:00+00:00,2023-07-04 16:00:00+00:00,2023-07-04
1365,TNNAS,4267744-268350931,2023-07-04 08:00:00+00:00,2023-07-04 16:00:00+00:00,2023-07-04
1366,TNNAS,4267739-268348540,2023-07-04 07:00:00+00:00,2023-07-04 15:00:00+00:00,2023-07-04
1367,TNNAS,4267727-268342804,2023-07-04 08:00:00+00:00,2023-07-04 16:00:00+00:00,2023-07-04
1368,TNNAS,4267772-268354411,2023-07-04 13:00:00+00:00,2023-07-04 16:00:00+00:00,2023-07-04
1369,TNNAS,4271336-271705633,2023-07-04 14:00:00+00:00,2023-07-04 16:00:00+00:00,2023-07-04
1370,TNNAS,4073021-214109122,2023-06-19 08:00:00+00:00,2023-06-19 16:00:00+00:00,2023-06-19
1371,TNNAS,4073021-204920045,2023-06-19 16:00:00+00:00,2023-06-19 17:00:00+00:00,2023-06-19
1372,TNNAS,4073021-204920045,2023-06-19 06:30:00+00:00,2023-06-19 08:00:00+00:00,2023-06-19
1373,TNNAS,4073021-204920043,2023-06-19 06:30:00+00:00,2023-06-19 08:00:00+00:00,2023-06-19
1374,TNNAS,4073021-204920043,2023-06-19 16:00:00+00:00,2023-06-19 17:00:00+00:00,2023-06-19
1375,TNNAS,4073021-204920045,2023-06-19 16:00:00+00:00,2023-06-19 17:00:00+00:00,2023-06-19
1376,TNNAS,4073021-214109122,2023-06-19 08:00:00+00:00,2023-06-19 16:00:00+00:00,2023-06-19
1377,TNNAS,4073021-214109122,2023-06-19 08:00:00+00:00,2023-06-19 16:00:00+00:00,2023-06-19
1378,TNNAS,4073021-214109122,2023-06-19 08:00:00+00:00,2023-06-19 16:00:00+00:00,2023-06-19
1379,TNNAS,4073021-214109122,2023-06-19 08:00:00+00:00,2023-06-19 16:00:00+00:00,2023-06-19
1380,TNNAS,4073021-204920045,2023-06-19 06:30:00+00:00,2023-06-19 08:00:00+00:00,2023-06-19
1381,TNNAS,4073021-204920043,2023-06-19 06:30:00+00:00,2023-06-19 08:00:00+00:00,2023-06-19
1382,TNNAS,4073021-214109122,2023-06-19 08:00:00+00:00,2023-06-19 16:00:00+00:00,2023-06-19
1383,TNNAS,4073021-204920043,2023-06-19 06:30:00+00:00,2023-06-19 08:00:00+00:00,2023-06-19
1384,TNNAS,4073021-214109122,2023-06-19 08:00:00+00:00,2023-06-19 16:00:00+00:00,2023-06-19
